"","Hour","am_pm","Date","KWH","usage","weekday"
"7410",10,"AM",2014-11-30,0.297,"kwh","Sunday"
"7411",1,"PM",2014-06-26,0.634,"kwh","Thursday"
"7412",3,"AM",2014-05-28,0.133,"kwh","Wednesday"
"7413",9,"PM",2014-12-22,0.779,"kwh","Monday"
"7414",7,"PM",2014-08-30,1.922,"kwh","Saturday"
"7415",10,"PM",2014-08-04,0.582,"kwh","Monday"
"7416",2,"PM",2014-03-03,0.339,"kwh","Monday"
"7417",7,"AM",2014-10-02,0.643,"kwh","Thursday"
"7418",7,"AM",2014-09-28,0.731,"kwh","Sunday"
"7419",11,"PM",2014-10-11,0.684,"kwh","Saturday"
"7420",3,"AM",2014-01-04,0.558,"kwh","Saturday"
"7421",12,"PM",2014-08-01,0.528,"kwh","Friday"
"7422",7,"PM",2014-09-19,1.197,"kwh","Friday"
"7423",8,"PM",2014-07-07,3.187,"kwh","Monday"
"7424",8,"AM",2014-10-17,0.25,"kwh","Friday"
"7425",5,"AM",2014-11-22,0.139,"kwh","Saturday"
"7426",2,"PM",2014-03-05,0.362,"kwh","Wednesday"
"7427",9,"AM",2014-04-11,0.086,"kwh","Friday"
"7428",8,"AM",2014-08-19,0.538,"kwh","Tuesday"
"7429",7,"PM",2014-05-18,1.354,"kwh","Sunday"
"7430",9,"AM",2014-08-11,0.346,"kwh","Monday"
"7431",2,"AM",2014-08-08,0.204,"kwh","Friday"
"7432",3,"AM",2014-05-01,0.165,"kwh","Thursday"
"7433",5,"PM",2014-02-11,1.404,"kwh","Tuesday"
"7434",7,"AM",2014-02-07,1.264,"kwh","Friday"
"7435",3,"PM",2014-03-31,0.378,"kwh","Monday"
"7436",5,"AM",2014-02-25,1.162,"kwh","Tuesday"
"7437",2,"AM",2014-02-23,0.335,"kwh","Sunday"
"7438",7,"AM",2014-12-08,1.069,"kwh","Monday"
"7439",2,"PM",2014-10-30,0.228,"kwh","Thursday"
"7440",11,"PM",2014-08-01,1.176,"kwh","Friday"
"7441",10,"PM",2014-03-09,0.412,"kwh","Sunday"
"7442",9,"PM",2014-06-28,0.605,"kwh","Saturday"
"7443",3,"AM",2014-09-26,0.134,"kwh","Friday"
"7444",8,"AM",2014-10-14,0.233,"kwh","Tuesday"
"7445",11,"AM",2014-07-20,1.339,"kwh","Sunday"
"7446",9,"PM",2014-03-11,0.562,"kwh","Tuesday"
"7447",8,"AM",2014-02-06,0.552,"kwh","Thursday"
"7448",12,"AM",2014-11-24,0.135,"kwh","Monday"
"7449",4,"PM",2014-12-01,0.361,"kwh","Monday"
"7450",8,"AM",2014-11-16,0.48,"kwh","Sunday"
"7451",8,"PM",2014-08-22,2.189,"kwh","Friday"
"7452",10,"AM",2014-02-01,0.626,"kwh","Saturday"
"7453",7,"PM",2014-05-20,1.67,"kwh","Tuesday"
"7454",2,"AM",2014-07-23,0.547,"kwh","Wednesday"
"7455",2,"AM",2014-07-30,0.413,"kwh","Wednesday"
"7456",7,"PM",2014-03-31,1.354,"kwh","Monday"
"7457",5,"AM",2014-10-29,0.653,"kwh","Wednesday"
"7458",4,"PM",2014-09-01,0.246,"kwh","Monday"
"7459",8,"PM",2014-06-29,3.434,"kwh","Sunday"
"7460",4,"PM",2014-03-02,0.59,"kwh","Sunday"
"7461",5,"AM",2014-01-29,2.024,"kwh","Wednesday"
"7462",8,"PM",2014-01-26,2.88,"kwh","Sunday"
"7463",4,"PM",2014-03-17,0.355,"kwh","Monday"
"7464",11,"PM",2014-06-04,0.882,"kwh","Wednesday"
"7465",12,"PM",2014-07-22,1.044,"kwh","Tuesday"
"7466",1,"PM",2014-07-11,0.96,"kwh","Friday"
"7467",6,"PM",2014-04-16,0.336,"kwh","Wednesday"
"7468",7,"AM",2014-06-21,1.966,"kwh","Saturday"
"7469",7,"PM",2014-11-10,0.826,"kwh","Monday"
"7470",7,"PM",2014-06-30,3.272,"kwh","Monday"
"7471",7,"PM",2014-01-13,3.744,"kwh","Monday"
"7472",11,"AM",2014-02-08,0.612,"kwh","Saturday"
"7473",9,"PM",2014-11-22,0.157,"kwh","Saturday"
"7474",8,"PM",2014-02-08,1.836,"kwh","Saturday"
"7475",1,"PM",2014-09-02,0.238,"kwh","Tuesday"
"7476",8,"PM",2014-01-05,4.068,"kwh","Sunday"
"7477",5,"AM",2014-10-20,0.561,"kwh","Monday"
"7478",1,"AM",2014-01-26,0.69,"kwh","Sunday"
"7479",11,"PM",2014-04-09,0.171,"kwh","Wednesday"
"7480",7,"AM",2014-08-09,1.613,"kwh","Saturday"
"7481",2,"AM",2014-04-16,0.065,"kwh","Wednesday"
"7482",4,"PM",2014-12-20,1.139,"kwh","Saturday"
"7483",12,"AM",2014-03-14,0.223,"kwh","Friday"
"7484",4,"AM",2014-07-16,0.514,"kwh","Wednesday"
"7485",1,"PM",2014-03-23,0.514,"kwh","Sunday"
"7486",2,"AM",2014-02-26,0.206,"kwh","Wednesday"
"7487",10,"AM",2014-07-04,1.027,"kwh","Friday"
"7488",4,"AM",2014-12-10,0.229,"kwh","Wednesday"
"7489",12,"PM",2014-11-01,0.297,"kwh","Saturday"
"7490",3,"PM",2014-07-08,0.97,"kwh","Tuesday"
"7491",5,"AM",2014-11-14,0.49,"kwh","Friday"
"7492",5,"PM",2014-11-20,0.509,"kwh","Thursday"
"7493",8,"AM",2014-05-21,0.317,"kwh","Wednesday"
"7494",1,"PM",2014-07-14,0.998,"kwh","Monday"
"7495",6,"AM",2014-11-23,0.414,"kwh","Sunday"
"7496",9,"AM",2014-03-18,0.247,"kwh","Tuesday"
"7497",3,"AM",2014-03-28,0.163,"kwh","Friday"
"7498",1,"PM",2014-07-08,0.96,"kwh","Tuesday"
"7499",8,"AM",2014-09-18,0.283,"kwh","Thursday"
"7500",3,"AM",2014-08-25,0.199,"kwh","Monday"
"7501",7,"PM",2014-12-21,2.178,"kwh","Sunday"
"7502",7,"PM",2014-08-08,1.814,"kwh","Friday"
"7503",1,"PM",2014-08-09,0.662,"kwh","Saturday"
"7504",12,"AM",2014-06-22,1.685,"kwh","Sunday"
"7505",4,"PM",2014-06-27,0.634,"kwh","Friday"
"7506",9,"AM",2014-08-13,0.418,"kwh","Wednesday"
"7507",9,"AM",2014-10-20,0.196,"kwh","Monday"
"7508",3,"PM",2014-07-07,0.768,"kwh","Monday"
"7509",10,"AM",2014-04-21,0.112,"kwh","Monday"
"7510",7,"PM",2014-10-11,1.285,"kwh","Saturday"
"7511",5,"PM",2014-03-23,0.605,"kwh","Sunday"
"7512",4,"PM",2014-12-04,0.374,"kwh","Thursday"
"7513",3,"PM",2014-01-10,0.784,"kwh","Friday"
"7514",6,"AM",2014-10-19,0.446,"kwh","Sunday"
"7515",7,"AM",2014-05-26,0.727,"kwh","Monday"
"7516",10,"PM",2014-03-29,0.384,"kwh","Saturday"
"7517",1,"AM",2014-07-13,0.806,"kwh","Sunday"
"7518",11,"AM",2014-05-13,0.468,"kwh","Tuesday"
"7519",1,"AM",2014-05-21,0.134,"kwh","Wednesday"
"7520",3,"PM",2014-02-19,0.542,"kwh","Wednesday"
"7521",7,"AM",2014-05-13,0.634,"kwh","Tuesday"
"7522",8,"PM",2014-07-25,4.608,"kwh","Friday"
"7523",9,"AM",2014-05-29,0.194,"kwh","Thursday"
"7524",8,"AM",2014-01-13,0.832,"kwh","Monday"
"7525",7,"PM",2014-02-20,1.901,"kwh","Thursday"
"7526",5,"AM",2014-09-10,0.662,"kwh","Wednesday"
"7527",10,"PM",2014-09-26,0.47,"kwh","Friday"
"7528",3,"AM",2014-06-21,0.47,"kwh","Saturday"
"7529",8,"AM",2014-10-27,0.245,"kwh","Monday"
"7530",10,"AM",2014-06-28,0.972,"kwh","Saturday"
"7531",7,"PM",2014-01-23,2.916,"kwh","Thursday"
"7532",7,"PM",2014-04-02,0.502,"kwh","Wednesday"
"7533",7,"PM",2014-10-29,1.253,"kwh","Wednesday"
"7534",11,"AM",2014-05-15,0.42,"kwh","Thursday"
"7535",4,"PM",2014-07-02,1.104,"kwh","Wednesday"
"7536",9,"AM",2014-06-18,0.567,"kwh","Wednesday"
"7537",1,"PM",2014-03-02,0.542,"kwh","Sunday"
"7538",3,"PM",2014-06-19,0.598,"kwh","Thursday"
"7539",5,"PM",2014-03-24,0.926,"kwh","Monday"
"7540",11,"PM",2014-11-12,0.216,"kwh","Wednesday"
"7541",7,"PM",2014-01-14,3.276,"kwh","Tuesday"
"7542",2,"AM",2014-12-31,0.187,"kwh","Wednesday"
"7543",2,"PM",2014-01-10,0.848,"kwh","Friday"
"7544",11,"AM",2014-10-06,0.351,"kwh","Monday"
"7545",4,"PM",2014-07-08,0.902,"kwh","Tuesday"
"7546",3,"PM",2014-08-19,0.576,"kwh","Tuesday"
"7547",9,"AM",2014-03-22,0.72,"kwh","Saturday"
"7548",11,"AM",2014-01-22,1.07,"kwh","Wednesday"
"7549",10,"PM",2014-11-01,0.193,"kwh","Saturday"
"7550",11,"AM",2014-10-21,0.318,"kwh","Tuesday"
"7551",10,"AM",2014-04-28,0.12,"kwh","Monday"
"7552",11,"AM",2014-05-07,0.36,"kwh","Wednesday"
"7553",3,"PM",2014-12-31,0.356,"kwh","Wednesday"
"7554",8,"AM",2014-03-04,0.31,"kwh","Tuesday"
"7555",6,"PM",2014-12-27,2.059,"kwh","Saturday"
"7556",4,"PM",2014-09-19,0.272,"kwh","Friday"
"7557",3,"AM",2014-05-24,0.288,"kwh","Saturday"
"7558",2,"AM",2014-11-28,0.092,"kwh","Friday"
"7559",3,"AM",2014-12-31,0.202,"kwh","Wednesday"
"7560",3,"AM",2014-09-13,0.195,"kwh","Saturday"
"7561",2,"AM",2014-09-18,0.154,"kwh","Thursday"
"7562",5,"PM",2014-01-19,1.926,"kwh","Sunday"
"7563",11,"PM",2014-11-22,0.509,"kwh","Saturday"
"7564",5,"PM",2014-09-18,0.774,"kwh","Thursday"
"7565",8,"PM",2014-08-07,2.17,"kwh","Thursday"
"7566",1,"AM",2014-09-13,0.206,"kwh","Saturday"
"7567",4,"AM",2014-09-24,0.151,"kwh","Wednesday"
"7568",3,"AM",2014-10-19,0.178,"kwh","Sunday"
"7569",6,"AM",2014-07-15,3.283,"kwh","Tuesday"
"7570",1,"PM",2014-04-25,0.11,"kwh","Friday"
"7571",6,"AM",2014-01-21,2.712,"kwh","Tuesday"
"7572",11,"AM",2014-02-22,0.698,"kwh","Saturday"
"7573",9,"PM",2014-04-01,0.198,"kwh","Tuesday"
"7574",8,"AM",2014-03-11,0.378,"kwh","Tuesday"
"7575",2,"AM",2014-09-10,0.139,"kwh","Wednesday"
"7576",7,"AM",2014-08-08,1.253,"kwh","Friday"
"7577",4,"PM",2014-08-24,1.004,"kwh","Sunday"
"7578",7,"AM",2014-08-07,1.015,"kwh","Thursday"
"7579",12,"AM",2014-10-16,0.196,"kwh","Thursday"
"7580",3,"PM",2014-04-12,0.273,"kwh","Saturday"
"7581",7,"AM",2014-07-12,3.168,"kwh","Saturday"
"7582",4,"AM",2014-09-21,0.187,"kwh","Sunday"
"7583",5,"AM",2014-11-30,0.111,"kwh","Sunday"
"7584",12,"AM",2014-07-23,0.691,"kwh","Wednesday"
"7585",11,"PM",2014-07-29,1.176,"kwh","Tuesday"
"7586",4,"AM",2014-04-09,0.055,"kwh","Wednesday"
"7587",8,"PM",2014-12-07,1.604,"kwh","Sunday"
"7588",8,"PM",2014-03-06,1.408,"kwh","Thursday"
"7589",8,"PM",2014-01-18,3.024,"kwh","Saturday"
"7590",8,"PM",2014-10-15,0.893,"kwh","Wednesday"
"7591",7,"AM",2014-01-06,2.16,"kwh","Monday"
"7592",1,"PM",2014-09-16,0.286,"kwh","Tuesday"
"7593",9,"AM",2014-10-03,0.151,"kwh","Friday"
"7594",3,"AM",2014-02-27,0.252,"kwh","Thursday"
"7595",7,"PM",2014-11-23,0.899,"kwh","Sunday"
"7596",6,"PM",2014-10-30,0.916,"kwh","Thursday"
"7597",8,"AM",2014-10-08,0.288,"kwh","Wednesday"
"7598",3,"PM",2014-05-22,0.314,"kwh","Thursday"
"7599",3,"AM",2014-03-26,0.184,"kwh","Wednesday"
"7600",10,"AM",2014-03-17,0.358,"kwh","Monday"
"7601",10,"PM",2014-07-16,1.14,"kwh","Wednesday"
"7602",1,"PM",2014-12-09,0.365,"kwh","Tuesday"
"7603",1,"PM",2014-02-19,0.456,"kwh","Wednesday"
"7604",9,"AM",2014-04-26,0.216,"kwh","Saturday"
"7605",9,"PM",2014-09-06,0.305,"kwh","Saturday"
"7606",3,"AM",2014-03-18,0.154,"kwh","Tuesday"
"7607",8,"AM",2014-11-21,0.189,"kwh","Friday"
"7608",1,"AM",2014-12-17,0.198,"kwh","Wednesday"
"7609",5,"AM",2014-03-03,0.959,"kwh","Monday"
"7610",8,"AM",2014-04-26,0.394,"kwh","Saturday"
"7611",11,"AM",2014-10-20,0.324,"kwh","Monday"
"7612",2,"PM",2014-01-13,0.696,"kwh","Monday"
"7613",11,"AM",2014-01-31,1.01,"kwh","Friday"
"7614",8,"AM",2014-12-14,1.316,"kwh","Sunday"
"7615",12,"AM",2014-09-14,0.521,"kwh","Sunday"
"7616",8,"PM",2014-01-22,2.944,"kwh","Wednesday"
"7617",1,"AM",2014-03-21,0.165,"kwh","Friday"
"7618",5,"AM",2014-04-11,0.274,"kwh","Friday"
"7619",4,"PM",2014-08-21,0.461,"kwh","Thursday"
"7620",12,"AM",2014-11-29,0.313,"kwh","Saturday"
"7621",7,"PM",2014-12-17,2.277,"kwh","Wednesday"
"7622",12,"PM",2014-12-05,0.589,"kwh","Friday"
"7623",12,"PM",2014-06-27,0.981,"kwh","Friday"
"7624",1,"PM",2014-08-20,0.523,"kwh","Wednesday"
"7625",2,"PM",2014-10-01,0.233,"kwh","Wednesday"
"7626",1,"AM",2014-02-21,0.235,"kwh","Friday"
"7627",10,"PM",2014-06-02,0.837,"kwh","Monday"
"7628",4,"AM",2014-01-07,0.404,"kwh","Tuesday"
"7629",6,"PM",2014-07-07,3.461,"kwh","Monday"
"7630",9,"AM",2014-05-02,0.23,"kwh","Friday"
"7631",9,"AM",2014-08-22,0.41,"kwh","Friday"
"7632",12,"PM",2014-01-13,1.11,"kwh","Monday"
"7633",4,"AM",2014-08-26,0.214,"kwh","Tuesday"
"7634",7,"PM",2014-09-26,1.273,"kwh","Friday"
"7635",5,"PM",2014-04-04,0.351,"kwh","Friday"
"7636",1,"PM",2014-09-29,0.277,"kwh","Monday"
"7637",10,"AM",2014-05-26,0.262,"kwh","Monday"
"7638",10,"AM",2014-07-26,1.584,"kwh","Saturday"
"7639",6,"AM",2014-04-14,0.299,"kwh","Monday"
"7640",9,"PM",2014-06-05,1.188,"kwh","Thursday"
"7641",10,"AM",2014-03-04,0.275,"kwh","Tuesday"
"7642",5,"AM",2014-06-27,1.822,"kwh","Friday"
"7643",11,"PM",2014-03-31,0.352,"kwh","Monday"
"7644",12,"PM",2014-07-04,1.14,"kwh","Friday"
"7645",6,"AM",2014-03-31,0.787,"kwh","Monday"
"7646",5,"AM",2014-11-17,0.446,"kwh","Monday"
"7647",1,"PM",2014-02-26,0.466,"kwh","Wednesday"
"7648",3,"AM",2014-08-04,0.226,"kwh","Monday"
"7649",5,"PM",2014-09-05,0.946,"kwh","Friday"
"7650",6,"AM",2014-01-11,1.392,"kwh","Saturday"
"7651",11,"AM",2014-11-03,0.248,"kwh","Monday"
"7652",2,"AM",2014-04-19,0.077,"kwh","Saturday"
"7653",1,"PM",2014-04-09,0.103,"kwh","Wednesday"
"7654",11,"AM",2014-06-25,0.819,"kwh","Wednesday"
"7655",6,"PM",2014-12-20,1.624,"kwh","Saturday"
"7656",11,"PM",2014-04-17,0.132,"kwh","Thursday"
"7657",3,"PM",2014-11-15,0.421,"kwh","Saturday"
"7658",7,"AM",2014-03-09,0.989,"kwh","Sunday"
"7659",9,"AM",2014-07-11,0.742,"kwh","Friday"
"7660",2,"AM",2014-08-23,0.299,"kwh","Saturday"
"7661",2,"PM",2014-01-29,0.816,"kwh","Wednesday"
"7662",8,"PM",2014-06-26,2.419,"kwh","Thursday"
"7663",3,"AM",2014-03-27,0.147,"kwh","Thursday"
"7664",2,"AM",2014-03-22,0.192,"kwh","Saturday"
"7665",8,"AM",2014-09-05,0.244,"kwh","Friday"
"7666",9,"PM",2014-11-20,0.302,"kwh","Thursday"
"7667",4,"AM",2014-04-20,0.088,"kwh","Sunday"
"7668",2,"AM",2014-05-29,0.146,"kwh","Thursday"
"7669",2,"AM",2014-06-16,0.328,"kwh","Monday"
"7670",4,"PM",2014-02-25,0.566,"kwh","Tuesday"
"7671",11,"PM",2014-05-24,0.76,"kwh","Saturday"
"7672",2,"AM",2014-01-21,0.46,"kwh","Tuesday"
"7673",6,"PM",2014-04-01,0.365,"kwh","Tuesday"
"7674",10,"PM",2014-04-16,0.141,"kwh","Wednesday"
"7675",9,"AM",2014-02-15,1.037,"kwh","Saturday"
"7676",8,"AM",2014-08-13,0.494,"kwh","Wednesday"
"7677",4,"PM",2014-03-24,0.365,"kwh","Monday"
"7678",11,"PM",2014-07-17,1.404,"kwh","Thursday"
"7679",2,"PM",2014-10-21,0.269,"kwh","Tuesday"
"7680",10,"PM",2014-01-26,0.9,"kwh","Sunday"
"7681",5,"PM",2014-07-16,3.682,"kwh","Wednesday"
"7682",12,"PM",2014-03-11,0.428,"kwh","Tuesday"
"7683",10,"AM",2014-02-04,0.528,"kwh","Tuesday"
"7684",7,"PM",2014-05-23,1.57,"kwh","Friday"
"7685",6,"AM",2014-09-13,0.487,"kwh","Saturday"
"7686",5,"PM",2014-02-13,1.248,"kwh","Thursday"
"7687",4,"PM",2014-11-30,0.393,"kwh","Sunday"
"7688",5,"PM",2014-09-04,0.91,"kwh","Thursday"
"7689",8,"AM",2014-12-11,0.361,"kwh","Thursday"
"7690",5,"PM",2014-09-08,0.737,"kwh","Monday"
"7691",3,"AM",2014-07-16,0.47,"kwh","Wednesday"
"7692",1,"AM",2014-05-04,0.262,"kwh","Sunday"
"7693",10,"AM",2014-09-12,0.283,"kwh","Friday"
"7694",12,"AM",2014-12-22,0.37,"kwh","Monday"
"7695",4,"AM",2014-03-23,0.281,"kwh","Sunday"
"7696",11,"AM",2014-08-29,0.528,"kwh","Friday"
"7697",12,"AM",2014-09-08,0.181,"kwh","Monday"
"7698",1,"AM",2014-06-15,0.535,"kwh","Sunday"
"7699",2,"AM",2014-05-25,0.281,"kwh","Sunday"
"7700",3,"AM",2014-03-13,0.155,"kwh","Thursday"
"7701",11,"PM",2014-08-07,0.69,"kwh","Thursday"
"7702",11,"AM",2014-11-23,0.305,"kwh","Sunday"
"7703",3,"AM",2014-03-30,0.242,"kwh","Sunday"
"7704",9,"PM",2014-12-31,0.766,"kwh","Wednesday"
"7705",5,"AM",2014-06-07,0.578,"kwh","Saturday"
"7706",4,"PM",2014-04-18,0.102,"kwh","Friday"
"7707",11,"AM",2014-10-03,0.273,"kwh","Friday"
"7708",3,"AM",2014-02-28,0.23,"kwh","Friday"
"7709",10,"AM",2014-10-31,0.202,"kwh","Friday"
"7710",5,"AM",2014-03-08,0.235,"kwh","Saturday"
"7711",12,"AM",2014-11-23,0.324,"kwh","Sunday"
"7712",10,"AM",2014-10-22,0.209,"kwh","Wednesday"
"7713",12,"AM",2014-05-06,0.233,"kwh","Tuesday"
"7714",2,"PM",2014-02-06,0.475,"kwh","Thursday"
"7715",6,"PM",2014-08-19,1.966,"kwh","Tuesday"
"7716",10,"PM",2014-10-03,0.496,"kwh","Friday"
"7717",8,"AM",2014-12-19,0.444,"kwh","Friday"
"7718",8,"PM",2014-09-25,0.907,"kwh","Thursday"
"7719",8,"PM",2014-03-03,1.037,"kwh","Monday"
"7720",5,"AM",2014-03-22,0.192,"kwh","Saturday"
"7721",10,"AM",2014-06-13,0.619,"kwh","Friday"
"7722",2,"AM",2014-08-06,0.211,"kwh","Wednesday"
"7723",7,"AM",2014-04-14,0.257,"kwh","Monday"
"7724",10,"AM",2014-09-15,0.33,"kwh","Monday"
"7725",10,"PM",2014-02-13,0.51,"kwh","Thursday"
"7726",11,"AM",2014-07-31,0.972,"kwh","Thursday"
"7727",2,"PM",2014-01-20,0.808,"kwh","Monday"
"7728",11,"PM",2014-01-12,0.91,"kwh","Sunday"
"7729",7,"AM",2014-09-18,0.561,"kwh","Thursday"
"7730",8,"AM",2014-03-20,0.291,"kwh","Thursday"
"7731",10,"PM",2014-07-09,0.984,"kwh","Wednesday"
"7732",7,"AM",2014-02-01,1.368,"kwh","Saturday"
"7733",6,"PM",2014-05-31,1.152,"kwh","Saturday"
"7734",6,"AM",2014-02-22,1.085,"kwh","Saturday"
"7735",11,"PM",2014-06-03,0.738,"kwh","Tuesday"
"7736",9,"PM",2014-10-10,0.211,"kwh","Friday"
"7737",6,"AM",2014-12-19,1.056,"kwh","Friday"
"7738",6,"AM",2014-07-03,3.283,"kwh","Thursday"
"7739",11,"PM",2014-04-10,0.128,"kwh","Thursday"
"7740",3,"AM",2014-02-12,0.276,"kwh","Wednesday"
"7741",11,"PM",2014-02-11,0.516,"kwh","Tuesday"
"7742",6,"PM",2014-09-29,0.99,"kwh","Monday"
"7743",7,"AM",2014-03-28,0.619,"kwh","Friday"
"7744",9,"AM",2014-01-24,0.606,"kwh","Friday"
"7745",9,"PM",2014-08-27,0.864,"kwh","Wednesday"
"7746",6,"PM",2014-02-28,1.882,"kwh","Friday"
"7747",11,"AM",2014-11-28,0.257,"kwh","Friday"
"7748",7,"AM",2014-12-12,1.099,"kwh","Friday"
"7749",11,"PM",2014-07-11,2.472,"kwh","Friday"
"7750",8,"PM",2014-01-09,3.36,"kwh","Thursday"
"7751",4,"AM",2014-11-13,0.086,"kwh","Thursday"
"7752",8,"AM",2014-03-02,1.165,"kwh","Sunday"
"7753",10,"AM",2014-03-20,0.371,"kwh","Thursday"
"7754",1,"AM",2014-10-07,0.122,"kwh","Tuesday"
"7755",5,"PM",2014-10-16,0.725,"kwh","Thursday"
"7756",4,"AM",2014-05-14,0.149,"kwh","Wednesday"
"7757",10,"AM",2014-07-30,0.902,"kwh","Wednesday"
"7758",6,"AM",2014-07-27,2.131,"kwh","Sunday"
"7759",5,"PM",2014-06-25,2.644,"kwh","Wednesday"
"7760",12,"AM",2014-04-13,0.238,"kwh","Sunday"
"7761",1,"AM",2014-10-04,0.189,"kwh","Saturday"
"7762",9,"PM",2014-09-16,0.37,"kwh","Tuesday"
"7763",3,"PM",2014-05-15,0.355,"kwh","Thursday"
"7764",11,"PM",2014-06-26,0.891,"kwh","Thursday"
"7765",5,"AM",2014-03-07,1.003,"kwh","Friday"
"7766",6,"PM",2014-03-08,1.67,"kwh","Saturday"
"7767",11,"AM",2014-12-20,0.561,"kwh","Saturday"
"7768",11,"PM",2014-02-14,1.32,"kwh","Friday"
"7769",6,"AM",2014-07-13,1.747,"kwh","Sunday"
"7770",1,"PM",2014-03-26,0.288,"kwh","Wednesday"
"7771",11,"AM",2014-03-03,0.356,"kwh","Monday"
"7772",6,"AM",2014-01-12,1.904,"kwh","Sunday"
"7773",6,"PM",2014-08-28,1.915,"kwh","Thursday"
"7774",1,"PM",2014-01-02,0.664,"kwh","Thursday"
"7775",1,"AM",2014-10-29,0.143,"kwh","Wednesday"
"7776",11,"PM",2014-06-24,1.017,"kwh","Tuesday"
"7777",9,"PM",2014-11-19,0.316,"kwh","Wednesday"
"7778",11,"PM",2014-10-03,0.714,"kwh","Friday"
"7779",10,"PM",2014-05-02,0.672,"kwh","Friday"
"7780",8,"PM",2014-07-23,3.917,"kwh","Wednesday"
"7781",11,"AM",2014-11-27,0.221,"kwh","Thursday"
"7782",12,"PM",2014-04-04,0.141,"kwh","Friday"
"7783",8,"PM",2014-05-28,1.203,"kwh","Wednesday"
"7784",3,"AM",2014-12-21,0.307,"kwh","Sunday"
"7785",6,"AM",2014-10-22,0.67,"kwh","Wednesday"
"7786",1,"PM",2014-08-08,0.547,"kwh","Friday"
"7787",3,"AM",2014-02-16,0.356,"kwh","Sunday"
"7788",1,"AM",2014-02-22,0.385,"kwh","Saturday"
"7789",6,"AM",2014-02-19,1.397,"kwh","Wednesday"
"7790",3,"AM",2014-05-30,0.149,"kwh","Friday"
"7791",12,"AM",2014-01-22,0.708,"kwh","Wednesday"
"7792",6,"PM",2014-09-26,0.794,"kwh","Friday"
"7793",5,"PM",2014-01-02,2.756,"kwh","Thursday"
"7794",12,"PM",2014-10-11,0.4,"kwh","Saturday"
"7795",9,"PM",2014-06-16,0.983,"kwh","Monday"
"7796",11,"PM",2014-03-19,0.4,"kwh","Wednesday"
"7797",12,"PM",2014-11-13,0.243,"kwh","Thursday"
"7798",3,"PM",2014-08-17,1.21,"kwh","Sunday"
"7799",8,"PM",2014-01-30,2.784,"kwh","Thursday"
"7800",5,"PM",2014-09-01,0.946,"kwh","Monday"
"7801",9,"PM",2014-01-19,1.356,"kwh","Sunday"
"7802",10,"AM",2014-06-08,0.95,"kwh","Sunday"
"7803",3,"AM",2014-04-11,0.061,"kwh","Friday"
"7804",1,"PM",2014-10-28,0.197,"kwh","Tuesday"
"7805",10,"AM",2014-05-08,0.314,"kwh","Thursday"
"7806",11,"PM",2014-01-31,1.82,"kwh","Friday"
"7807",4,"AM",2014-08-11,0.25,"kwh","Monday"
"7808",11,"AM",2014-11-01,0.289,"kwh","Saturday"
"7809",9,"PM",2014-03-21,0.262,"kwh","Friday"
"7810",10,"AM",2014-04-16,0.131,"kwh","Wednesday"
"7811",9,"AM",2014-01-25,1.602,"kwh","Saturday"
"7812",12,"AM",2014-02-07,0.425,"kwh","Friday"
"7813",6,"PM",2014-12-03,1.355,"kwh","Wednesday"
"7814",11,"PM",2014-05-19,0.328,"kwh","Monday"
"7815",9,"PM",2014-02-07,0.451,"kwh","Friday"
"7816",4,"PM",2014-07-15,0.912,"kwh","Tuesday"
"7817",6,"AM",2014-12-27,0.766,"kwh","Saturday"
"7818",9,"PM",2014-10-16,0.407,"kwh","Thursday"
"7819",9,"PM",2014-11-03,0.302,"kwh","Monday"
"7820",5,"PM",2014-12-23,1.559,"kwh","Tuesday"
"7821",9,"PM",2014-02-19,0.842,"kwh","Wednesday"
"7822",1,"PM",2014-06-12,0.77,"kwh","Thursday"
"7823",9,"PM",2014-08-04,0.662,"kwh","Monday"
"7824",11,"AM",2014-04-03,0.171,"kwh","Thursday"
"7825",6,"PM",2014-07-21,2.957,"kwh","Monday"
"7826",3,"AM",2014-09-07,0.172,"kwh","Sunday"
"7827",2,"AM",2014-02-11,0.252,"kwh","Tuesday"
"7828",12,"PM",2014-07-10,1.38,"kwh","Thursday"
"7829",3,"PM",2014-06-12,0.583,"kwh","Thursday"
"7830",9,"AM",2014-06-12,0.643,"kwh","Thursday"
"7831",4,"AM",2014-05-16,0.176,"kwh","Friday"
"7832",5,"PM",2014-01-18,1.818,"kwh","Saturday"
"7833",2,"PM",2014-09-24,0.3,"kwh","Wednesday"
"7834",5,"PM",2014-03-13,1.019,"kwh","Thursday"
"7835",2,"AM",2014-12-30,0.189,"kwh","Tuesday"
"7836",1,"PM",2014-03-15,0.518,"kwh","Saturday"
"7837",5,"PM",2014-04-24,0.312,"kwh","Thursday"
"7838",12,"AM",2014-11-15,0.317,"kwh","Saturday"
"7839",4,"AM",2014-09-06,0.229,"kwh","Saturday"
"7840",9,"PM",2014-07-30,1.282,"kwh","Wednesday"
"7841",9,"AM",2014-08-09,1.253,"kwh","Saturday"
"7842",5,"PM",2014-05-05,0.853,"kwh","Monday"
"7843",3,"AM",2014-08-03,0.356,"kwh","Sunday"
"7844",12,"PM",2014-10-12,0.374,"kwh","Sunday"
"7845",8,"AM",2014-07-10,0.778,"kwh","Thursday"
"7846",4,"AM",2014-02-27,0.286,"kwh","Thursday"
